Indicador;Nível Territorial;Abertura Territorial;Variável de abertura 1;Categoria de abertura 1;Variável de abertura 2;Categoria de abertura 2;Maio;Junho;Situação Maio para Junho;Julho;Situação Junho para Julho;Agosto;Situação Julho para Agosto;Setembro;Situação Agosto para Setembro;Outubro;Situação Setembro para Outubro;Novembro;Situação Outubro para Novembro
CV - Distribuição das pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total de pessoas que testaram positivo  (%) ;Unidade da Federação;Paraíba;Rendimento real domiciliar per capita efetivamente recebido;1/2 a menos de 1 Salário Mínimo;-;-;0,0;0,0;-;15,6;-;11,6;-;13,7;-;12,9;-;11,4;-
CV - Distribuição das pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total de pessoas que testaram positivo  (%) ;Unidade da Federação;Paraíba;Rendimento real domiciliar per capita efetivamente recebido;1 a menos de 2 Salários Mínimos;-;-;0,0;0,0;-;15,6;-;15,7;-;13,8;-;13,0;-;14,9;-
CV - Distribuição das pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total de pessoas que testaram positivo  (%) ;Unidade da Federação;Paraíba;Rendimento real domiciliar per capita efetivamente recebido;2 a menos de 4 Salários Mínimos;-;-;0,0;0,0;-;25,8;-;23,8;-;23,2;-;25,3;-;22,2;-
CV - Distribuição das pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total de pessoas que testaram positivo  (%) ;Unidade da Federação;Paraíba;Rendimento real domiciliar per capita efetivamente recebido;4 ou mais Salários Mínimos;-;-;0,0;0,0;-;43,4;-;34,2;-;41,4;-;39,2;-;33,4;-
Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Unidade da Federação;Paraíba;Sexo;Total;-;-;0,0;0,0;-;1,8;-;2,3;Aumento;2,3;Estável;2,8;Aumento;3,1;Aumento
Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Unidade da Federação;Paraíba;Sexo;Homem;-;-;0,0;0,0;-;1,8;-;2,2;-;2,1;-;2,6;-;3,0;-
Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Unidade da Federação;Paraíba;Sexo;Mulher;-;-;0,0;0,0;-;1,8;-;2,4;-;2,6;-;3,0;-;3,2;-
Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Unidade da Federação;Paraíba;Grupos de Idade 2;Total ;-;-;0,0;0,0;-;1,8;-;2,3;-;2,3;-;2,8;-;3,1;-
Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Unidade da Federação;Paraíba;Grupos de Idade 2;0 a 59 anos ;-;-;0,0;0,0;-;1,8;-;2,3;-;2,3;-;2,9;-;3,2;-
Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Unidade da Federação;Paraíba;Grupos de Idade 2;60 anos ou mais ;-;-;0,0;0,0;-;1,7;-;2,2;-;2,4;-;2,3;-;2,4;-
Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Unidade da Federação;Paraíba;Cor ou Raça;Total4;-;-;0,0;0,0;-;1,8;-;2,3;-;2,3;-;2,8;-;3,1;-
Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Unidade da Federação;Paraíba;Cor ou Raça;Branca;-;-;0,0;0,0;-;2,1;-;2,5;-;2,4;-;2,6;-;3,1;-
Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Unidade da Federação;Paraíba;Cor ou Raça;Preta ou parda;-;-;0,0;0,0;-;1,7;-;2,2;-;2,4;-;2,8;-;3,0;-
Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Unidade da Federação;Paraíba;Nível de instrução;Total;-;-;0,0;0,0;-;1,8;-;2,3;-;2,3;-;2,8;-;3,1;-
Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Unidade da Federação;Paraíba;Nível de instrução;Sem instrução ao fundamental incompleto;-;-;0,0;0,0;-;1,0;-;1,3;-;1,3;-;1,5;-;1,6;-
Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Unidade da Federação;Paraíba;Nível de instrução;Fundamental completo ao médio incompleto;-;-;0,0;0,0;-;1,5;-;2,1;-;2,2;-;2,7;-;2,8;-
Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Unidade da Federação;Paraíba;Nível de instrução;Médio completo ao superior incompleto;-;-;0,0;0,0;-;2,9;-;3,4;-;3,4;-;4,3;-;4,7;-
Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Unidade da Federação;Paraíba;Nível de instrução;Superior completo ou pós-graduação;-;-;0,0;0,0;-;4,1;-;5,2;-;5,2;-;5,9;-;7,4;-
Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Unidade da Federação;Paraíba;Rendimento real domiciliar per capita efetivamente recebido;Menos de 1/2 Salário Mínimo;-;-;0,0;0,0;-;1,0;-;0,8;-;1,1;-;1,5;-;1,7;-
Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Unidade da Federação;Paraíba;Rendimento real domiciliar per capita efetivamente recebido;1/2 a menos de 1 Salário Mínimo;-;-;0,0;0,0;-;1,7;-;2,6;-;2,2;-;2,8;-;3,3;-
Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Unidade da Federação;Paraíba;Rendimento real domiciliar per capita efetivamente recebido;1 a menos de 2 Salários Mínimos;-;-;0,0;0,0;-;2,9;-;3,1;-;4,1;-;5,1;-;4,9;-
Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Unidade da Federação;Paraíba;Rendimento real domiciliar per capita efetivamente recebido;2 a menos de 4 Salários Mínimos;-;-;0,0;0,0;-;3,7;-;5,2;-;4,9;-;4,6;-;5,9;-
Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Unidade da Federação;Paraíba;Rendimento real domiciliar per capita efetivamente recebido;4 ou mais Salários Mínimos;-;-;0,0;0,0;-;3,5;-;4,9;-;2,0;-;4,1;-;5,3;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Unidade da Federação;Paraíba;Sexo;Total;-;-;0,0;0,0;-;11,4;-;10,5;-;10,5;-;9,8;-;9,5;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Unidade da Federação;Paraíba;Sexo;Homem;-;-;0,0;0,0;-;13,3;-;12,4;-;12,9;-;12,1;-;10,8;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Unidade da Federação;Paraíba;Sexo;Mulher;-;-;0,0;0,0;-;12,9;-;11,7;-;11,4;-;10,7;-;10,7;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Unidade da Federação;Paraíba;Grupos de Idade 2;Total ;-;-;0,0;0,0;-;11,4;-;10,5;-;10,5;-;9,8;-;9,5;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Unidade da Federação;Paraíba;Grupos de Idade 2;0 a 59 anos ;-;-;0,0;0,0;-;12,0;-;10,9;-;11,0;-;10,4;-;9,9;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Unidade da Federação;Paraíba;Grupos de Idade 2;60 anos ou mais ;-;-;0,0;0,0;-;24,6;-;22,5;-;20,9;-;19,5;-;19,5;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Unidade da Federação;Paraíba;Cor ou Raça;Total4;-;-;0,0;0,0;-;11,4;-;10,5;-;10,5;-;9,8;-;9,5;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Unidade da Federação;Paraíba;Cor ou Raça;Branca;-;-;0,0;0,0;-;17,6;-;14,6;-;14,7;-;13,7;-;12,6;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Unidade da Federação;Paraíba;Cor ou Raça;Preta ou parda;-;-;0,0;0,0;-;13,6;-;13,5;-;12,9;-;11,9;-;11,6;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Unidade da Federação;Paraíba;Nível de instrução;Total;-;-;0,0;0,0;-;11,4;-;10,5;-;10,5;-;9,8;-;9,5;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Unidade da Federação;Paraíba;Nível de instrução;Sem instrução ao fundamental incompleto;-;-;0,0;0,0;-;18,9;-;17,0;-;15,3;-;15,3;-;14,6;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Unidade da Federação;Paraíba;Nível de instrução;Fundamental completo ao médio incompleto;-;-;0,0;0,0;-;32,3;-;26,8;-;25,8;-;23,4;-;22,9;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Unidade da Federação;Paraíba;Nível de instrução;Médio completo ao superior incompleto;-;-;0,0;0,0;-;14,7;-;14,2;-;13,9;-;13,2;-;12,4;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Unidade da Federação;Paraíba;Nível de instrução;Superior completo ou pós-graduação;-;-;0,0;0,0;-;19,1;-;16,7;-;16,4;-;15,5;-;13,6;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Unidade da Federação;Paraíba;Rendimento real domiciliar per capita efetivamente recebido;Menos de 1/2 Salário Mínimo;-;-;0,0;0,0;-;32,2;-;24,9;-;21,6;-;19,8;-;17,4;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Unidade da Federação;Paraíba;Rendimento real domiciliar per capita efetivamente recebido;1/2 a menos de 1 Salário Mínimo;-;-;0,0;0,0;-;19,6;-;17,1;-;18,6;-;16,9;-;15,2;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Unidade da Federação;Paraíba;Rendimento real domiciliar per capita efetivamente recebido;1 a menos de 2 Salários Mínimos;-;-;0,0;0,0;-;16,7;-;18,2;-;17,2;-;16,1;-;17,8;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Unidade da Federação;Paraíba;Rendimento real domiciliar per capita efetivamente recebido;2 a menos de 4 Salários Mínimos;-;-;0,0;0,0;-;24,4;-;21,7;-;21,3;-;21,6;-;18,4;-
CV - Percentual de pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus e testaram positivo, no total da população (%) ;Unidade da Federação;Paraíba;Rendimento real domiciliar per capita efetivamente recebido;4 ou mais Salários Mínimos;-;-;0,0;0,0;-;39,3;-;31,4;-;44,6;-;42,3;-;32,1;-
Pessoas que fizeram o teste SWAB (mil pessoas);Unidade da Federação;Paraíba;Resultado do teste SWAB;Total;-;-; -   ; -   ;-;   60 ;-;   69 ;Estável;   72 ;Estável;   94 ;Aumento;   110 ;Aumento
Pessoas que fizeram o teste SWAB (mil pessoas);Unidade da Federação;Paraíba;Resultado do teste SWAB;Resultado positivo;-;-; -   ; -   ;-;   17 ;-;   18 ;Estável;   18 ;Estável;   25 ;Estável;   29 ;Estável
Pessoas que fizeram o teste SWAB (mil pessoas);Unidade da Federação;Paraíba;Resultado do teste SWAB;Resultado negativo;-;-; -   ; -   ;-;   39 ;-;   47 ;Estável;   51 ;Estável;   65 ;Aumento;   75 ;Aumento
Pessoas que fizeram o teste SWAB (mil pessoas);Unidade da Federação;Paraíba;Resultado do teste SWAB;Resultado inconclusivo;-;-; -   ; -   ;-;   1 ;-;   0 ;Estável;   1 ;Estável;   1 ;Estável;   1 ;Estável
Pessoas que fizeram o teste SWAB (mil pessoas);Unidade da Federação;Paraíba;Resultado do teste SWAB;Ainda não recebeu o resultado;-;-; -   ; -   ;-;   4 ;-;   3 ;Estável;   2 ;Estável;   4 ;Estável;   5 ;Estável
CV - Pessoas que fizeram o teste SWAB (%);Unidade da Federação;Paraíba;Resultado do teste SWAB;Total;-;-;0,0;0,0;-;13,3;-;14,3;-;12,4;-;11,8;-;10,6;-
CV - Pessoas que fizeram o teste SWAB (%);Unidade da Federação;Paraíba;Resultado do teste SWAB;Resultado positivo;-;-;0,0;0,0;-;22,4;-;22,3;-;20,0;-;19,8;-;17,9;-
CV - Pessoas que fizeram o teste SWAB (%);Unidade da Federação;Paraíba;Resultado do teste SWAB;Resultado negativo;-;-;0,0;0,0;-;16,4;-;15,8;-;14,2;-;13,3;-;12,0;-
CV - Pessoas que fizeram o teste SWAB (%);Unidade da Federação;Paraíba;Resultado do teste SWAB;Resultado inconclusivo;-;-;0,0;0,0;-;99,9;-;100,3;-;70,9;-;71,2;-;71,0;-
CV - Pessoas que fizeram o teste SWAB (%);Unidade da Federação;Paraíba;Resultado do teste SWAB;Ainda não recebeu o resultado;-;-;0,0;0,0;-;37,1;-;44,0;-;54,0;-;38,7;-;38,5;-
Distribuição de pessoas que fizeram o teste SWAB segundo o resultado do exame  no total de pessoas que fizeram o teste (%);Unidade da Federação;Paraíba;Resultado do teste SWAB;Total;-;-;0,0;0,0;-;100,0;-;100,0;-;100,0;-;100,0;-;100,0;-
Distribuição de pessoas que fizeram o teste SWAB segundo o resultado do exame  no total de pessoas que fizeram o teste (%);Unidade da Federação;Paraíba;Resultado do teste SWAB;Resultado positivo;-;-;0,0;0,0;-;27,5;-;26,3;Estável;25,5;Estável;26,5;Estável;26,1;Estável
Distribuição de pessoas que fizeram o teste SWAB segundo o resultado do exame  no total de pessoas que fizeram o teste (%);Unidade da Federação;Paraíba;Resultado do teste SWAB;Resultado negativo;-;-;0,0;0,0;-;64,0;-;68,6;Estável;71,1;Estável;68,4;Estável;68,5;Estável
Distribuição de pessoas que fizeram o teste SWAB segundo o resultado do exame  no total de pessoas que fizeram o teste (%);Unidade da Federação;Paraíba;Resultado do teste SWAB;Resultado inconclusivo;-;-;0,0;0,0;-;1,0;-;0,4;Estável;0,8;Estável;0,6;Estável;0,5;Estável
Distribuição de pessoas que fizeram o teste SWAB segundo o resultado do exame  no total de pessoas que fizeram o teste (%);Unidade da Federação;Paraíba;Resultado do teste SWAB;Ainda não recebeu o resultado;-;-;0,0;0,0;-;7,4;-;4,8;Estável;2,6;Estável;4,4;Estável;4,8;Estável
CV - Distribuição de pessoas que fizeram o teste SWAB segundo o resultado do exame  no total de pessoas que fizeram o teste (%);Unidade da Federação;Paraíba;Resultado do teste SWAB;Total;-;-;0,0;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-
CV - Distribuição de pessoas que fizeram o teste SWAB segundo o resultado do exame  no total de pessoas que fizeram o teste (%);Unidade da Federação;Paraíba;Resultado do teste SWAB;Resultado positivo;-;-;0,0;0,0;-;18,0;-;15,7;-;15,7;-;14,6;-;15,2;-
CV - Distribuição de pessoas que fizeram o teste SWAB segundo o resultado do exame  no total de pessoas que fizeram o teste (%);Unidade da Federação;Paraíba;Resultado do teste SWAB;Resultado negativo;-;-;0,0;0,0;-;8,1;-;6,2;-;5,8;-;5,8;-;5,5;-
CV - Distribuição de pessoas que fizeram o teste SWAB segundo o resultado do exame  no total de pessoas que fizeram o teste (%);Unidade da Federação;Paraíba;Resultado do teste SWAB;Resultado inconclusivo;-;-;0,0;0,0;-;100,5;-;100,0;-;71,3;-;72,0;-;71,1;-
CV - Distribuição de pessoas que fizeram o teste SWAB segundo o resultado do exame  no total de pessoas que fizeram o teste (%);Unidade da Federação;Paraíba;Resultado do teste SWAB;Ainda não recebeu o resultado;-;-;0,0;0,0;-;36,9;-;45,3;-;55,1;-;39,9;-;35,7;-
Percentual de pessoas que fizeram o teste SWAB no total da população (%);Unidade da Federação;Paraíba;-;-;-;-;0,0;0,0;-;1,5;-;1,7;Estável;1,8;Estável;2,3;Aumento;2,7;Aumento
CV - Percentual de pessoas que fizeram o teste SWAB no total da população (%);Unidade da Federação;Paraíba;-;-;-;-;0,0;0,0;-;13,3;-;14,3;-;12,4;-;11,8;-;10,6;-
Pessoas que fizeram o exame de sangue com furo no dedo (mil pessoas);Unidade da Federação;Paraíba;Resultado do exame de sangue com furo no dedo;Total;-;-; -   ; -   ;-;   154 ;-;   199 ;Aumento;   226 ;Aumento;   257 ;Aumento;   287 ;Aumento
Pessoas que fizeram o exame de sangue com furo no dedo (mil pessoas);Unidade da Federação;Paraíba;Resultado do exame de sangue com furo no dedo;Resultado positivo;-;-; -   ; -   ;-;   36 ;-;   48 ;Estável;   48 ;Estável;   57 ;Estável;   59 ;Estável
Pessoas que fizeram o exame de sangue com furo no dedo (mil pessoas);Unidade da Federação;Paraíba;Resultado do exame de sangue com furo no dedo;Resultado negativo;-;-; -   ; -   ;-;   113 ;-;   148 ;Aumento;   176 ;Aumento;   197 ;Aumento;   225 ;Aumento
Pessoas que fizeram o exame de sangue com furo no dedo (mil pessoas);Unidade da Federação;Paraíba;Resultado do exame de sangue com furo no dedo;Resultado inconclusivo;-;-; -   ; -   ;-;   4 ;-;   2 ;Estável;   1 ;Estável;   2 ;Estável;   1 ;Estável
Pessoas que fizeram o exame de sangue com furo no dedo (mil pessoas);Unidade da Federação;Paraíba;Resultado do exame de sangue com furo no dedo;Ainda não recebeu o resultado;-;-; -   ; -   ;-;   0 ;-;   1 ;Estável;   1 ;Estável;   1 ;Estável;   0 ;Estável
